feature
feature
Total_trend
feature_trend
vente_trend
total_roll3
feature_roll3
total_lag1
vente
vente_roll3
stock_trend
total_lag2
feature_lag1
vente_lag1
feature_lag2
vente_lag2
stock
stock_lag1
stock_roll3
stock_lag2
Total_season
feature_season
stock_season
cluster_label
year
month_cos
vente_season
month_sin
month
